aX,aY,aZ,gX,gY,gZ
0.569,-0.713,0.412,-33.997,0.488,8.301
0.587,-0.704,0.423,-37.720,-1.282,5.127
0.589,-0.719,0.434,-37.292,-6.836,3.235
0.589,-0.712,0.447,-36.133,-15.686,1.648
0.581,-0.717,0.460,-34.790,-23.926,0.671
0.560,-0.719,0.471,-33.142,-28.687,-0.122
0.542,-0.720,0.465,-30.701,-28.137,-0.183
0.523,-0.726,0.448,-28.320,-22.888,0.854
0.517,-0.721,0.432,-27.222,-13.916,3.113
0.521,-0.709,0.418,-27.405,-3.906,5.310
0.528,-0.708,0.403,-29.053,6.348,6.042
0.539,-0.702,0.397,-31.921,13.916,6.226
0.562,-0.697,0.409,-34.668,14.771,6.165
0.594,-0.655,0.437,-36.804,7.080,5.188
0.604,-0.675,0.477,-37.231,-6.470,2.747
0.610,-0.676,0.504,-37.231,-20.264,-0.610
0.592,-0.679,0.533,-35.461,-31.067,-3.357
0.578,-0.698,0.540,-32.532,-38.635,-5.066
0.551,-0.702,0.537,-29.724,-40.100,-5.005
0.540,-0.702,0.526,-27.283,-35.889,-4.089
0.527,-0.700,0.514,-25.818,-28.320,-2.625
0.517,-0.699,0.493,-24.902,-20.264,-0.671
0.531,-0.686,0.480,-24.353,-14.709,1.038
0.537,-0.675,0.472,-26.123,-15.869,1.465
0.540,-0.675,0.473,-27.344,-23.437,0.061
0.544,-0.669,0.473,-27.588,-34.485,-1.770
0.545,-0.664,0.483,-27.893,-47.607,-3.418
0.551,-0.655,0.504,-27.832,-58.838,-4.822
0.543,-0.653,0.529,-28.259,-65.735,-7.019
0.528,-0.666,0.556,-28.015,-68.237,-8.911
0.517,-0.660,0.581,-27.161,-66.589,-9.033
0.500,-0.666,0.600,-25.635,-61.462,-8.545
0.488,-0.672,0.604,-23.926,-53.406,-7.507
0.479,-0.662,0.601,-22.705,-43.762,-5.859
0.470,-0.666,0.605,-23.315,-33.447,-4.395
0.471,-0.657,0.618,-24.780,-23.437,-3.479
0.470,-0.652,0.630,-26.184,-16.357,-3.174
0.472,-0.653,0.641,-26.733,-12.146,-3.418
0.473,-0.649,0.660,-27.100,-11.108,-3.479
0.470,-0.651,0.698,-26.428,-13.977,-3.845
0.462,-0.664,0.713,-23.621,-17.151,-3.662
0.464,-0.652,0.728,-19.714,-19.531,-2.441
0.467,-0.653,0.725,-16.602,-19.592,-1.892
0.453,-0.661,0.729,-14.404,-17.029,-1.892
0.440,-0.659,0.738,-12.878,-12.390,-1.160
0.436,-0.665,0.743,-11.353,-6.104,0.427
0.722,-0.467,1.407,79.468,47.852,-12.207
0.677,-0.481,1.427,90.149,47.363,-13.916
0.657,-0.440,1.429,103.210,49.072,-14.099
0.637,-0.428,1.371,115.723,46.753,-17.456
0.614,-0.442,1.312,130.554,41.138,-20.569
0.599,-0.430,1.272,143.433,29.724,-20.508
0.601,-0.421,1.217,154.236,15.076,-20.630
0.588,-0.381,1.167,166.260,4.211,-20.630
0.562,-0.338,1.074,181.763,0.854,-22.034
0.516,-0.419,0.903,199.829,7.507,-25.513
0.469,-0.413,0.729,213.440,21.301,-24.841
0.475,-0.417,0.570,225.342,38.574,-22.156
0.439,-0.437,0.338,236.145,52.063,-20.630
0.405,-0.422,0.016,246.094,63.110,-20.386
0.362,-0.397,-0.328,251.709,71.106,-19.165
0.249,-0.392,-0.751,254.028,75.439,-19.653
0.077,-0.425,-1.263,251.465,76.965,-22.034
-0.091,-0.400,-1.788,241.333,74.280,-20.447
-0.281,-0.354,-2.281,223.572,67.078,-14.648
-0.394,-0.387,-2.658,196.899,56.824,-10.010
-0.437,-0.395,-2.864,158.813,45.410,-3.601
-0.362,-0.407,-2.724,111.267,33.081,4.944
-0.164,-0.439,-2.335,58.899,21.912,12.268
0.069,-0.419,-1.720,8.362,9.644,16.052
0.282,-0.471,-1.110,-28.503,-2.014,15.625
0.447,-0.552,-0.589,-51.758,-11.353,14.343
0.565,-0.647,-0.219,-66.772,-16.113,12.085
0.646,-0.700,0.065,-73.792,-15.747,11.597
0.671,-0.787,0.221,-75.012,-11.353,11.108
0.654,-0.843,0.254,-73.059,-6.042,10.254
0.619,-0.891,0.227,-70.007,-1.282,10.132
0.571,-0.922,0.163,-68.787,3.479,10.864
0.518,-0.951,0.088,-69.275,7.263,10.620
0.470,-0.964,0.019,-72.510,9.766,9.705
0.446,-0.964,-0.008,-76.294,10.315,9.583
0.424,-0.957,-0.030,-77.698,6.714,8.057
0.409,-0.958,-0.048,-75.500,0.977,6.287
0.429,-0.941,-0.041,-70.007,-5.249,7.874
0.485,-0.901,0.014,-63.416,-13.123,9.705
0.521,-0.883,0.078,-54.443,-22.156,7.874
0.548,-0.890,0.132,-41.687,-30.334,5.554
0.548,-0.882,0.141,-28.625,-35.034,5.310
0.563,-0.868,0.136,-18.799,-35.034,5.737
0.586,-0.853,0.136,-12.878,-32.593,6.714
0.571,-0.856,0.111,-9.521,-28.198,7.019
0.557,-0.869,0.070,-9.399,-21.729,7.324
0.553,-0.853,0.023,-11.902,-14.404,8.911
0.564,-0.835,0.026,-18.860,-9.277,9.399
0.572,-0.821,0.025,-22.583,-5.188,8.789
0.573,-0.819,0.038,-25.635,-3.784,7.202
0.559,-0.823,0.022,-30.090,-3.601,5.371
0.563,-0.815,0.030,-35.217,-5.005,3.662
0.556,-0.815,0.062,-38.513,-7.385,3.418
0.536,-0.823,0.071,-40.100,-9.460,3.235
0.542,-0.834,0.078,-41.504,-9.155,4.150
0.555,-0.813,0.115,-44.067,-9.155,6.470
0.548,-0.811,0.142,-46.875,-8.606,7.080
0.523,-0.829,0.152,-47.852,-5.981,6.348
0.517,-0.826,0.152,-48.584,-2.502,7.507
0.527,-0.812,0.160,-50.232,0.427,9.583
0.541,-0.801,0.185,-52.979,2.197,10.315
0.544,-0.791,0.198,-56.030,3.357,8.850
0.545,-0.812,0.203,-57.678,3.540,8.240
0.530,-0.796,0.235,-59.143,0.671,9.644
0.552,-0.781,0.247,-58.533,-2.747,10.071
0.578,-0.766,0.282,-56.702,-7.690,8.667
0.569,-0.763,0.307,-55.237,-14.343,6.104
0.535,-0.775,0.309,-51.575,-19.470,2.991
0.535,-0.800,0.322,-45.959,-20.142,2.075
0.548,-0.781,0.330,-42.358,-18.433,4.944
0.565,-0.776,0.360,-41.382,-17.761,6.897
0.560,-0.779,0.378,-39.246,-17.212,6.775
0.577,-0.771,0.394,-36.255,-16.724,6.836
0.596,-0.768,0.417,-33.936,-16.357,6.775
0.595,-0.771,0.424,-31.616,-15.930,6.104
0.591,-0.774,0.425,-29.907,-14.587,5.249
0.584,-0.772,0.417,-28.687,-11.841,4.700
0.564,-0.787,0.392,-27.649,-8.362,3.540
0.545,-0.788,0.368,-27.405,-5.432,3.540
0.540,-0.782,0.350,-27.588,-2.319,4.150
0.530,-0.778,0.338,-27.588,1.099,4.578
0.526,-0.778,0.327,-28.442,5.737,4.761
0.521,-0.775,0.318,-29.480,8.911,5.493
0.534,-0.766,0.319,-30.945,9.460,6.714
0.554,-0.752,0.339,-32.532,7.141,7.568
0.568,-0.752,0.365,-33.508,2.686,7.141
0.570,-0.756,0.386,-33.630,-2.625,6.104
0.566,-0.758,0.412,-33.142,-6.470,5.188
0.560,-0.753,0.408,-31.372,-7.385,5.066
0.537,-0.780,0.437,-29.480,-6.287,5.066
0.504,-0.746,0.355,-24.414,-1.892,6.531
0.532,-0.764,0.371,-25.696,3.357,7.080
0.535,-0.740,0.366,-26.245,7.996,9.766
0.559,-0.737,0.385,-28.564,9.460,11.292
0.574,-0.727,0.378,-29.724,10.803,10.620
0.608,-0.716,0.409,-31.250,11.047,9.766
0.634,-0.700,0.445,-33.691,8.301,7.874
0.628,-0.713,0.482,-34.302,3.540,3.967
0.610,-0.720,0.489,-32.776,-1.892,0.183
0.574,-0.734,0.473,-29.602,-5.859,-1.404
0.543,-0.742,0.435,-25.208,-6.226,-0.122
0.513,-0.740,0.383,-21.545,-3.235,2.808
0.511,-0.729,0.339,-19.165,1.709,5.981
0.528,-0.703,0.325,-20.752,6.470,9.583
0.544,-0.685,0.335,-24.109,9.705,11.292
0.546,-0.690,0.345,-26.611,11.230,10.681
0.557,-0.685,0.345,-28.625,12.390,10.315
0.571,-0.672,0.346,-30.334,11.230,10.071
0.583,-0.657,0.344,-31.494,7.507,8.240
0.589,-0.660,0.346,-31.738,0.610,4.639
0.579,-0.669,0.364,-33.203,-8.179,1.587
0.568,-0.670,0.389,-33.936,-17.578,0.549
0.565,-0.668,0.409,-33.386,-24.353,0.854
0.571,-0.658,0.426,-32.166,-27.466,1.648
0.580,-0.649,0.456,-32.166,-29.236,2.380
0.593,-0.640,0.496,-32.471,-29.663,2.014
0.602,-0.639,0.534,-33.325,-29.480,0.977
0.613,-0.641,0.566,-33.142,-29.358,-0.244
0.622,-0.634,0.602,-33.020,-29.846,-1.465
