aX,aY,aZ,gX,gY,gZ
0.074,0.868,0.408,0.122,0.549,0.427
0.08,0.859,0.404,0.427,1.526,0.061
0.078,0.87,0.397,0.671,0.977,-0.671
0.071,0.872,0.411,-0.427,0.671,-1.038
0.067,0.868,0.409,0.244,0.916,-0.122
0.075,0.868,0.398,0.427,0.732,0.916
0.08,0.871,0.405,1.221,0.488,0.488
0.074,0.868,0.413,1.404,0.732,1.343
0.068,0.851,0.396,1.465,0.732,0.977
0.077,0.874,0.399,0.793,0.732,-0.427
0.074,0.866,0.398,0.671,0.916,0.061
0.077,0.882,0.406,-0.977,1.282,-0.122
0.071,0.862,0.411,-0.854,0.366,0.183
0.071,0.857,0.403,0.732,0.854,0.305
0.077,0.872,0.399,1.587,0.061,-0.427
0.079,0.876,0.398,-0.183,0.977,0.122
0.073,0.861,0.409,-0.366,0.977,1.099
0.082,0.855,0.403,0.427,0.793,0.61
0.085,0.871,0.396,0.977,1.099,-0.183
0.074,0.868,0.403,0.244,1.648,-0.549
0.08,0.861,0.406,0.671,1.038,-0.61
,,,,,
-0.035,1.24,0.088,-40.466,-5.31,1.038
0.167,0.859,0.236,20.447,-8.728,-3.357
0.031,0.88,0.312,2.197,-5.981,10.437
0.087,0.949,0.292,6.47,1.16,4.517
0.087,0.862,0.325,0.122,0.549,3.479
0.05,0.908,0.286,-2.258,2.441,2.563
0.086,0.856,0.302,3.601,-0.305,-2.136
0.084,0.948,0.28,-4.333,2.686,-1.16
0.051,0.892,0.315,3.723,1.465,0
0.073,0.924,0.302,1.221,0.916,-1.16
0.063,0.923,0.323,0.061,1.526,0.61
0.056,0.887,0.323,4.639,0,0.305
0.075,0.934,0.287,-2.747,2.258,0.427
0.057,0.907,0.314,1.099,0.061,1.16
0.069,0.91,0.299,1.892,0.916,-0.244
0.078,0.92,0.301,-1.221,1.099,0.427
0.062,0.912,0.294,0.793,1.77,0.122
0.071,0.91,0.297,1.16,1.16,-0.977
0.063,0.906,0.301,1.953,0.427,-0.061
0.083,0.915,0.296,14.465,1.404,0.549
0.064,0.904,0.302,0.916,-0.183,-0.183
0.074,0.907,0.304,1.282,1.892,0
0.061,0.911,0.299,1.953,0.977,0.366
0.066,0.902,0.32,2.93,-0.244,-0.793
0.08,0.926,0.278,-0.61,1.953,-1.465
0.083,0.904,0.299,1.038,1.282,-1.953
0.069,0.911,0.324,2.747,1.099,-2.014
0.073,0.919,0.319,-0.366,1.831,-2.014
0.073,0.901,0.319,0.854,1.282,-0.183
0.07,0.908,0.318,0.183,0.061,0.854
0.075,0.895,0.317,1.892,-0.122,0.549
0.078,0.926,0.304,-0.244,0.549,0.427
0.079,0.903,0.312,1.343,0.61,-0.122
0.075,0.903,0.307,1.892,1.16,0.244
0.074,0.89,0.317,1.648,-0.366,-0.366
0.077,0.909,0.328,0.305,0.488,0.671
0.073,0.92,0.304,-0.305,1.77,0.916
0.071,0.904,0.326,0.244,-0.488,-0.305
0.082,0.922,0.313,-0.854,0.549,0.366
0.07,0.901,0.316,0.427,0.732,-0.244
0.077,0.904,0.309,0.061,0.183,-0.244
0.073,0.907,0.305,-0.183,1.16,0.183
0.063,0.903,0.317,1.648,0.977,-1.282
0.089,0.901,0.308,-0.244,1.038,-3.54
0.099,0.906,0.319,-0.671,0.488,-2.441
0.074,0.932,0.31,-1.465,1.404,0.061
0.08,0.895,0.306,0.854,0.854,-0.061
0.077,0.908,0.324,1.404,0.366,0.183
0.081,0.913,0.319,1.526,0.916,1.343
0.08,0.896,0.308,-0.061,0.61,0.854
0.083,0.915,0.321,0.549,0.061,1.038
0.089,0.898,0.305,-1.404,1.526,0.671
0.079,0.907,0.311,-1.038,1.16,1.038
0.068,0.904,0.312,1.892,0.244,0.061
0.091,0.907,0.315,-1.709,1.404,-0.427
0.076,0.915,0.316,0.671,0.549,0.732
0.072,0.919,0.3,-1.892,0.793,0.549
0.079,0.9,0.315,-0.854,0.977,0.244
0.073,0.917,0.307,1.648,0.305,1.099
0.083,0.904,0.311,-0.549,0.732,0.488
0.083,0.906,0.323,0.305,-0.305,0.488
0.078,0.909,0.314,0.122,0.732,1.038
0.084,0.904,0.298,-0.488,1.099,-0.061
0.079,0.913,0.316,-0.122,1.099,-0.244
,,,,,
0.156,0.926,0.328,34.485,4.089,7.751
-0.176,1.24,-0.025,84.045,18.677,14.16
0.615,0.087,0.676,41.931,10.01,-1.953
-0.099,0.83,0.487,-5.676,-14.893,-20.325
0.02,0.86,0.36,28.564,7.263,11.719
0.037,0.905,0.411,-2.197,2.075,-13.123
0.061,0.906,0.47,1.099,-2.319,0.427
0.071,0.892,0.447,3.723,-2.319,1.77
0.08,0.865,0.446,-0.793,-4.333,-0.732
0.076,0.862,0.413,1.343,-2.258,0.977
0.08,0.835,0.385,3.296,-0.366,1.16
0.065,0.854,0.409,-3.601,-2.808,-1.831
0.061,0.884,0.399,-0.305,-0.854,0.244
0.068,0.872,0.397,0.427,-0.916,-0.916
0.06,0.866,0.403,-1.343,0.061,-0.854
0.059,0.857,0.406,1.099,0.916,-0.854
0.066,0.865,0.416,-0.732,-0.366,-1.16
0.061,0.866,0.417,0.122,-0.061,-0.122
0.076,0.87,0.409,-0.916,0.488,-0.427
0.073,0.873,0.405,0.977,15.259,-0.549
0.067,0.874,0.399,1.282,0.854,-0.061
0.058,0.867,0.417,-0.122,0.061,-0.305
0.072,0.867,0.419,0.305,0.305,0
0.074,0.877,0.408,-0.183,1.465,0.427
0.067,0.867,0.409,0.732,0.977,0.183
0.067,0.876,0.412,0.305,0.549,-0.061
0.07,0.861,0.408,0,0.793,-0.366
0.073,0.879,0.412,0.854,1.282,-0.305
0.059,0.863,0.407,0.793,0.427,1.038
0.073,0.862,0.414,-0.793,0.244,-0.854
0.069,0.874,0.437,1.831,0.488,1.282
0.064,0.862,0.406,0.732,0.916,-0.61
0.071,0.854,0.408,0.732,0.549,-0.183
0.062,0.869,0.411,0.183,0.488,0.183
0.068,0.872,0.399,1.648,0.793,0.366
0.068,0.863,0.416,0.916,0.549,-0.793
0.068,0.868,0.401,0.305,1.038,0.244
0.059,0.857,0.406,0.183,0.244,0.183
0.064,0.869,0.418,0.366,-0.854,-0.305
0.066,0.876,0.426,-0.671,-0.183,0.305
0.068,0.873,0.403,0.427,0.916,0.122
0.07,0.863,0.402,-0.244,0.305,-0.122
0.066,0.877,0.415,-0.305,0.366,-0.061
0.064,0.867,0.408,0.427,0.793,0.732
0.064,0.868,0.406,0.183,-0.122,-0.305
0.064,0.868,0.41,-0.183,0.366,0.305
0.066,0.868,0.405,0.732,0.916,0.244
0.07,0.867,0.402,-0.183,0.916,0.305
0.066,0.871,0.406,0.244,0.488,0.793
0.067,0.87,0.398,0.549,1.038,0.244
0.072,0.874,0.403,-0.366,0.977,-0.488
0.071,0.858,0.411,1.465,1.099,0.305
0.061,0.861,0.409,0.793,1.343,0.244
0.058,0.86,0.411,1.526,0.305,0.488
0.078,0.876,0.41,-0.244,0.732,-0.122
0.064,0.871,0.412,0.732,0.183,0.977
0.063,0.873,0.392,-5.737,0.61,2.258
0.072,0.877,0.403,-2.563,0.366,-0.122
0.067,0.876,0.399,1.099,0.977,0.732
0.065,0.874,0.397,0.793,1.709,0.122
0.061,0.872,0.401,1.648,0.488,-0.122
0.066,0.874,0.401,1.892,0.977,0.305
0.073,0.876,0.401,2.686,1.892,0.61
0.068,0.875,0.405,1.587,0.732,-0.061
,,,,,
0.061,1.175,0.219,-24.536,8.301,5.188
0.216,0.274,0.649,-7.385,-4.639,-6.348
0.013,0.917,0.423,-46.448,-24.048,-4.211
-0.129,1.717,-0.098,-54.077,-0.244,3.113
0.092,0.632,0.413,28.564,-6.409,3.479
0.013,0.925,0.307,-33.997,-1.892,7.324
0.104,0.827,0.264,20.02,1.16,1.404
0.068,0.919,0.269,-8.667,2.441,-2.197
0.038,0.914,0.268,-0.61,0.61,-1.709
0.071,0.942,0.267,-3.479,0.977,-3.662
0.021,0.956,0.269,-1.465,2.625,0.366
0.055,0.9,0.294,5.92,1.892,-1.587
0.062,0.942,0.288,0.61,1.099,0.916
0.043,0.892,0.307,4.639,0.854,1.038
0.044,0.931,0.294,-1.221,0.732,0.244
0.055,0.892,0.293,2.197,0.305,0.854
0.05,0.926,0.288,-0.244,0.305,-1.099
0.055,0.903,0.296,1.709,0.977,0.427
0.053,0.931,0.292,1.038,0.183,-0.305
0.047,0.926,0.278,-0.549,1.526,-0.061
0.052,0.919,0.292,0.549,1.465,-0.916
0.042,0.912,0.294,1.465,0.122,0.305
0.06,0.909,0.283,1.343,1.282,-0.061
0.05,0.919,0.286,-1.343,0.671,0.427
0.059,0.899,0.299,2.563,1.282,-0.244
0.07,0.922,0.296,0.549,1.282,-0.916
0.042,0.936,0.28,0,0.977,0.793
0.051,0.892,0.296,-0.122,0.793,-0.488
0.053,0.926,0.301,0.854,-0.427,-0.732
0.053,0.926,0.274,-4.333,1.16,0.183
0.046,0.909,0.294,2.563,-0.61,-0.854
0.054,0.922,0.288,0.549,0.305,-0.305
0.068,0.917,0.281,-0.671,1.282,-0.549
0.05,0.919,0.291,-0.549,0.854,0
0.052,0.912,0.287,1.404,1.404,0.427
0.057,0.915,0.297,-0.061,-0.122,-0.671
0.05,0.919,0.284,0.977,0.977,0.183
0.061,0.92,0.281,0.671,1.16,0.305
0.046,0.915,0.295,1.648,0,0.549
0.06,0.898,0.283,2.075,1.465,0.366
0.057,0.916,0.292,0.732,0.366,-0.488
0.059,0.919,0.293,1.343,1.587,-0.305
0.056,0.928,0.289,0.183,1.282,-0.305
0.055,0.924,0.296,0.122,1.343,0.427
0.052,0.924,0.294,-0.366,0.916,0.671
0.063,0.917,0.299,0.793,0.732,0.061
0.048,0.92,0.297,0.549,0.977,0.305
0.053,0.906,0.283,1.099,1.404,-15.137
0.058,0.912,0.298,1.038,0.305,0.061
0.053,0.909,0.291,0.427,0.977,0.244
0.051,0.901,0.292,1.16,0.793,-0.305
0.058,0.919,0.299,-0.244,0.183,-0.61
0.057,0.924,0.28,-0.977,1.465,0.427
0.05,0.915,0.289,1.709,1.038,0.366
0.058,0.908,0.291,-1.16,0.061,0.061
0.061,0.921,0.289,2.136,0.854,0.793
0.057,0.914,0.287,0.366,1.282,0.854
0.062,0.914,0.295,0.977,0.732,-0.793
0.057,0.911,0.291,-0.305,1.038,0.183
0.053,0.907,0.29,1.953,1.038,-0.122
0.065,0.926,0.292,0.793,0.305,0.061
0.059,0.917,0.296,0.122,0.977,0.488
0.058,0.916,0.292,0.488,1.038,-0.061
0.057,0.911,0.291,1.343,0.61,0.916
,,,,,
-0.028,1.028,0.405,-21.362,-8.789,-3.845
0.091,0.807,0.37,10.62,7.507,2.197
0.052,0.915,0.399,2.502,-3.113,-5.005
0.045,0.878,0.422,3.601,-1.648,1.282
0.089,0.887,0.397,-1.587,0.671,-1.709
0.047,0.87,0.392,3.113,-5.31,2.38
0.059,0.848,0.383,4.456,0.061,-2.319
0.065,0.871,0.386,-0.977,-0.793,-3.174
0.029,0.865,0.379,3.174,-1.038,0.244
0.065,0.899,0.396,0,2.563,-2.686
0.051,0.882,0.407,0.732,-0.427,0.427
0.056,0.877,0.392,0.244,1.465,-1.16
0.062,0.888,0.394,-0.122,1.099,-1.038
0.046,0.87,0.401,1.831,0.366,0.671
0.059,0.86,0.391,2.258,1.526,0.488
0.063,0.856,0.404,-0.183,0.061,-0.488
0.073,0.905,0.394,-1.343,0.854,-1.892
0.06,0.895,0.396,-0.549,1.404,0.61
0.054,0.869,0.392,0.305,0.916,-0.732
0.056,0.887,0.394,0.244,0.549,0.122
0.049,0.867,0.396,1.343,0.732,-0.061
0.059,0.876,0.396,0.183,0.854,-0.061
0.062,0.871,0.391,-0.366,0.305,0.366
0.06,0.879,0.391,0.671,0.977,-0.488
0.064,0.872,0.405,0.977,0,-0.671
0.069,0.871,0.389,0.61,1.221,-0.122
0.057,0.863,0.406,0.366,0.366,-0.305
0.062,0.859,0.399,1.526,0.793,-0.244
0.062,0.872,0.395,-0.183,0.427,-0.305
0.063,0.874,0.396,1.648,0.854,-0.122
0.058,0.871,0.398,-0.183,0.793,0.122
0.062,0.876,0.398,0.61,0.305,0
0.066,0.87,0.396,-0.305,0.427,-0.183
0.063,0.879,0.4,0.488,0.61,-0.305
0.055,0.863,0.39,1.221,0.732,0.793
0.068,0.863,0.399,1.404,0.366,-0.488
0.067,0.886,0.402,0.854,0.671,-0.366
0.062,0.885,0.394,0,1.16,0.671
0.062,0.867,0.399,0.183,-0.122,0.244
0.065,0.877,0.399,0.061,0.305,0.427
0.061,0.869,0.385,0.122,1.282,0.122
0.068,0.906,0.394,-0.183,0.854,-0.977
0.062,0.871,0.399,0.366,0.427,0.793
0.069,0.872,0.395,1.038,0.854,-0.061
0.062,0.875,0.392,-0.183,0.488,0
0.063,0.878,0.395,0.122,1.221,-0.732
0.058,0.876,0.401,0.671,1.221,0.366
0.057,0.868,0.4,1.343,0.366,0.427
0.062,0.866,0.396,0.244,0.549,0.427
0.079,0.879,0.389,0.366,0.671,-0.183
0.071,0.86,0.394,-0.793,-0.183,0.244
0.059,0.884,0.388,-0.977,0.732,-0.427
0.07,0.881,0.392,-0.671,1.16,-0.366
0.056,0.881,0.392,0.671,1.221,0.244
0.064,0.871,0.391,-0.732,0.549,-0.366
0.057,0.875,0.397,0.671,1.099,0.61
0.062,0.878,0.391,0.122,0.977,0.488
0.061,0.872,0.398,0.488,0.366,-0.061
0.068,0.879,0.389,0.916,0.854,0.549
0.059,0.877,0.4,-0.916,0.977,1.404
0.063,0.865,0.388,1.038,0.305,0.671
0.066,0.87,0.388,1.404,1.099,-0.366
0.066,0.883,0.389,-0.427,1.587,-0.366
0.061,0.876,0.391,1.099,1.099,0.732
,,,,,
-0.062,0.797,0.393,-10.254,-20.569,11.536
0.078,1.313,-0.039,-20.569,8.606,8.545
0.022,0.823,0.391,-3.235,-10.498,-2.258
-0.009,0.955,0.294,-15.503,-2.136,10.437
0.119,0.825,0.296,9.766,1.77,-4.211
0.067,0.959,0.24,-9.155,1.16,-0.122
0.032,0.841,0.267,1.16,1.831,-1.526
0.068,0.929,0.28,-1.587,2.625,-2.563
0.021,0.952,0.319,-2.258,-1.099,-0.793
0.044,0.898,0.285,2.136,2.869,-1.587
0.045,0.931,0.295,0.305,0.122,-0.427
0.03,0.915,0.307,3.479,-0.854,1.465
0.056,0.913,0.285,1.038,1.221,0.61
0.052,0.92,0.297,1.526,0,0.183
0.047,0.911,0.288,1.465,0.732,-0.732
0.05,0.915,0.289,-0.122,0.366,-0.732
0.046,0.913,0.303,2.441,0,-1.343
0.053,0.919,0.285,-3.052,1.526,-2.502
0.059,0.913,0.288,1.221,0.854,-2.197
0.048,0.923,0.293,1.526,0.549,-0.793
0.056,0.931,0.286,1.526,1.221,-0.061
0.049,0.921,0.302,0.061,0.305,0.122
0.055,0.913,0.29,0.366,1.953,0.793
0.055,0.922,0.283,3.113,0.488,1.16
0.051,0.922,0.29,1.77,-0.61,1.282
0.054,0.903,0.297,0.122,1.282,0.305
0.053,0.909,0.297,1.77,0.671,0
0.053,0.92,0.295,-0.427,0.732,-0.61
0.055,0.893,0.306,0.854,0.916,-1.16
0.056,0.938,0.293,-1.099,0.732,-0.854
0.049,0.922,0.289,1.16,0.488,-0.366
0.049,0.915,0.29,1.77,0.305,-0.061
0.052,0.9,0.283,0.366,0.916,0.366
0.063,0.921,0.281,1.282,0.488,-0.366
0.052,0.9,0.287,2.014,0.671,-0.427
0.064,0.91,0.286,1.099,1.343,-0.916
0.062,0.938,0.299,0.427,1.221,-1.221
0.063,0.899,0.304,0.427,0.732,0.122
0.057,0.93,0.304,-0.488,0.854,-0.854
0.055,0.907,0.308,1.892,0.549,0.183
0.064,0.927,0.284,-1.587,1.099,-0.61
0.06,0.916,0.302,2.38,-0.061,-0.122
0.052,0.923,0.295,0.916,1.648,1.038
0.063,0.898,0.296,1.526,0.549,0.122
0.063,0.92,0.302,-0.061,-0.366,-0.244
0.064,0.916,0.295,0.671,1.404,0.305
0.062,0.907,0.297,0.427,1.099,-0.244
0.057,0.928,0.3,-0.427,1.16,0.366
0.059,0.914,0.294,0.549,1.099,0.427
0.062,0.925,0.294,-0.305,0.244,-0.061
0.061,0.918,0.31,-0.916,0.916,-0.061
0.054,0.908,0.302,1.282,0.549,-0.244
0.057,0.907,0.302,-0.305,0.916,-0.244
0.065,0.909,0.304,1.709,0.488,0.244
0.065,0.926,0.294,0.671,1.282,0.183
0.06,0.894,0.287,2.625,1.892,0.366
0.058,0.906,0.289,-0.366,0.61,0.488
0.067,0.909,0.298,-0.061,1.038,-0.549
0.071,0.923,0.297,1.465,1.587,-1.099
0.061,0.919,0.315,0.183,0.793,-0.183
0.067,0.908,0.293,0.977,1.648,0
0.071,0.908,0.303,0.244,0.366,-0.305
0.061,0.903,0.305,1.709,0.854,0.549
0.077,0.904,0.283,0.244,1.099,-0.427
,,,,,
0.32,0.599,0.456,22.949,-21.667,-3.845
0.117,1.006,0.312,3.54,-1.221,13.184
0.073,0.814,0.355,11.108,8.057,1.831
0.028,0.863,0.43,5.371,-6.897,-4.15
0.071,0.888,0.385,7.507,-4.028,2.686
0.09,0.873,0.371,1.77,2.075,-0.488
0.046,0.86,0.391,1.038,-1.648,0.793
0.061,0.87,0.386,1.648,2.747,-3.418
0.066,0.892,0.389,-0.305,0.671,-2.014
0.038,0.887,0.398,0.61,-0.305,0
0.061,0.877,0.397,2.075,1.343,-0.427
0.052,0.892,0.4,-0.061,-0.122,0.122
0.059,0.877,0.388,1.526,1.221,-0.244
0.059,0.873,0.39,0.854,0.427,0.244
0.055,0.874,0.399,-1.099,-0.061,-0.671
0.058,0.867,0.384,2.014,1.16,0.793
0.059,0.875,0.396,0,1.038,-1.099
0.057,0.876,0.384,-0.244,0.916,0.183
0.062,0.878,0.399,-0.916,0.61,-0.793
0.063,0.876,0.384,1.038,1.16,0.366
0.066,0.866,0.387,-0.183,0.732,-1.709
0.063,0.871,0.392,1.465,0.61,-0.61
0.056,0.884,0.392,0.549,1.77,-0.244
0.064,0.881,0.387,-0.244,0.488,-0.061
0.059,0.865,0.399,0.916,0.305,0.244
0.059,0.885,0.391,0.061,0.977,0.427
0.059,0.869,0.392,1.038,0.732,0.549
0.07,0.874,0.394,0.244,1.038,-0.122
0.062,0.894,0.394,0.061,1.16,0.122
0.086,0.869,0.382,0.305,0.671,0.488
0.064,0.879,0.393,-0.549,0.549,-0.488
0.06,0.884,0.394,0.305,0.61,0.671
0.064,0.87,0.389,0.549,1.282,0
0.059,0.869,0.394,1.282,0.061,0.122
0.058,0.877,0.388,1.587,0.793,0.244
0.068,0.881,0.384,-0.305,1.099,0.122
0.068,0.885,0.39,-0.366,0.549,-0.488
0.066,0.88,0.388,0.671,0.854,0.061
0.063,0.878,0.39,0.488,1.16,0.549
0.065,0.881,0.397,-0.183,0.061,0.366
0.066,0.885,0.394,0.183,0.732,0.549
0.063,0.88,0.391,0.549,0.61,0.305
0.059,0.883,0.383,-0.305,1.16,0
0.063,0.862,0.404,0,0.854,-0.549
0.058,0.871,0.39,1.282,0.916,1.282
0.065,0.874,0.379,0.61,1.038,-0.488
0.069,0.878,0.395,-0.854,0.183,-0.793
0.057,0.872,0.4,0.427,1.16,0.671
0.065,0.852,0.384,1.404,0.793,-0.488
0.063,0.87,0.397,0.977,0.061,-0.488
0.057,0.88,0.39,0.122,0.977,0.793
0.07,0.875,0.394,-0.488,0.671,-0.305
0.072,0.884,0.401,1.709,1.648,0.793
0.065,0.877,0.392,0.854,1.16,0
0.059,0.872,0.391,0.549,0.732,0.122
0.059,0.873,0.391,0.122,-0.122,0.122
0.071,0.888,0.389,0.549,0.977,0.61
0.062,0.872,0.395,-0.671,0.61,0.488
0.059,0.852,0.381,1.465,0.916,0.671
0.068,0.868,0.396,0.122,0.61,-1.648
0.058,0.881,0.395,0.61,0.244,0.793
0.061,0.873,0.381,0.244,0.854,-0.183
0.062,0.877,0.391,-0.244,0.244,0.183
0.056,0.882,0.39,1.038,1.099,1.221
,,,,,
0.141,1.025,0.295,4.822,-1.526,4.883
-0.014,0.898,0.296,-10.315,-5.615,7.202
0.076,0.954,0.275,-0.427,3.418,7.629
0.036,0.839,0.329,2.747,-0.122,-1.892
0.032,0.939,0.266,-2.93,0.61,-1.587
0.062,0.907,0.266,-3.174,2.319,-1.587
0.033,0.907,0.313,0.732,-0.671,-2.38
0.039,0.938,0.282,-2.319,2.441,-2.441
0.039,0.929,0.286,2.869,1.77,-0.366
0.054,0.931,0.301,-1.953,0.488,0.549
0.04,0.937,0.293,-2.075,0.732,1.099
0.035,0.92,0.299,-2.014,0.488,0
0.053,0.916,0.285,-0.61,0.671,0.061
0.044,0.913,0.308,0.305,-0.244,-0.732
0.046,0.919,0.286,0.061,1.526,0.244
0.042,0.898,0.29,2.014,0.122,-0.061
0.036,0.917,0.308,-0.183,0.122,-0.671
0.056,0.919,0.293,0.305,0.977,-0.427
0.043,0.927,0.288,-0.671,0.122,-0.427
0.042,0.915,0.287,-0.61,0.916,-0.671
0.044,0.922,0.302,-0.916,0.793,-0.244
0.044,0.907,0.295,-1.099,0.793,0.122
0.046,0.925,0.296,4.028,1.648,-1.099
0.047,0.899,0.305,3.784,1.465,0.183
0.042,0.913,0.305,-0.793,0.305,-0.488
0.056,0.906,0.302,0.549,0.366,-0.732
0.056,0.924,0.308,1.404,0.793,-0.061
0.042,0.916,0.286,1.648,1.831,1.404
0.043,0.906,0.291,2.319,1.038,0.488
0.044,0.914,0.31,2.38,-0.732,0.793
0.052,0.905,0.292,1.526,0.977,-0.488
0.052,0.916,0.294,1.587,0.61,-0.061
0.048,0.908,0.301,0.183,-0.854,-0.122
0.054,0.919,0.304,0,1.404,0.061
0.043,0.918,0.303,1.16,0.61,0.366
0.044,0.909,0.302,0.122,0.793,-0.244
0.053,0.906,0.302,0.793,0.793,-0.183
0.041,0.905,0.311,0.732,0.671,0.305
0.047,0.923,0.308,2.502,0.732,-0.488
0.053,0.91,0.307,-0.244,0.366,-0.122
0.039,0.907,0.311,2.991,0.183,0.854
0.057,0.911,0.297,-0.061,0,0
0.054,0.929,0.302,0.366,0.488,-1.343
0.047,0.909,0.308,1.831,0.244,-0.427
0.054,0.913,0.299,2.38,1.16,-0.122
0.043,0.92,0.311,2.441,-0.427,0.732
0.06,0.899,0.293,0.122,2.014,0.977
0.045,0.914,0.312,0.854,-0.732,-0.183
0.049,0.907,0.305,0.061,0.488,1.038
0.057,0.904,0.311,-0.366,1.038,-0.732
0.042,0.924,0.31,0.732,0.427,0.671
0.057,0.905,0.298,0.244,1.221,-0.183
0.048,0.923,0.316,0.549,0.122,-0.549
0.044,0.907,0.305,-0.244,1.587,1.099
0.059,0.909,0.306,0,1.892,-1.16
0.044,0.912,0.315,3.357,0,0.366
0.051,0.904,0.297,0.366,1.221,0.671
0.054,0.917,0.299,0.122,0.732,0.183
0.041,0.925,0.308,-0.366,0.122,0.488
0.056,0.902,0.297,-0.732,1.038,-0.183
0.041,0.905,0.306,1.038,0.427,1.282
0.044,0.914,0.301,0.977,0.488,0.122
0.057,0.896,0.308,2.136,1.831,0.244
0.041,0.922,0.303,0.977,0.427,-0.122
,,,,,
-0.057,1.031,0.494,-21.362,-16.785,-14.099
0.052,0.849,0.359,12.878,3.845,3.845
0.06,0.945,0.391,-1.587,4.089,-6.47
0.008,0.877,0.417,2.563,-4.211,2.991
0.064,0.876,0.374,1.404,0.793,-0.916
0.063,0.885,0.393,3.296,-2.625,1.831
0.049,0.872,0.393,3.174,-0.427,0.549
0.066,0.887,0.383,1.648,1.282,-2.136
0.044,0.872,0.393,0.977,-0.183,1.282
0.056,0.86,0.4,0.854,0.854,-1.221
0.064,0.869,0.395,1.465,0.427,-0.244
0.052,0.893,0.39,-0.183,1.465,-1.038
0.053,0.869,0.406,-0.854,-0.061,0.122
0.054,0.907,0.38,-1.038,1.16,0.671
0.061,0.865,0.41,1.038,-0.244,-0.305
0.053,0.872,0.397,1.526,0.854,1.038
0.059,0.873,0.389,1.221,0.977,-0.427
0.058,0.882,0.4,-0.854,0.427,-0.732
0.059,0.874,0.387,-0.366,0.732,0.854
0.055,0.867,0.384,0.671,0.183,0.183
0.052,0.871,0.399,0.549,-0.366,-0.244
0.054,0.878,0.394,0.977,0.793,0.122
0.062,0.858,0.395,-0.244,0.977,-0.61
0.052,0.884,0.398,-0.488,0.122,0.244
0.056,0.871,0.392,0.366,1.038,0.488
0.06,0.873,0.393,0.183,0.122,-0.61
0.056,0.874,0.391,0.671,0.732,-0.061
0.058,0.872,0.387,0.916,1.77,-1.038
0.049,0.867,0.391,0.427,0.671,0.427
0.056,0.872,0.394,1.038,1.282,-0.671
0.058,0.88,0.398,0.427,0.732,0
0.053,0.867,0.392,0.549,1.038,0.122
0.052,0.88,0.389,-0.183,0.732,0.122
0.064,0.88,0.392,0.488,0.732,-0.61
0.066,0.886,0.393,0.122,1.709,0.427
0.048,0.859,0.393,0.366,0.305,0.854
0.053,0.877,0.383,0.793,0.061,-0.732
0.059,0.884,0.389,-0.183,1.099,0.854
0.06,0.88,0.401,0.061,1.648,0.244
0.058,0.879,0.391,0.183,0.549,0.366
0.056,0.879,0.389,1.709,1.404,0.61
0.065,0.886,0.391,-0.366,0,-0.671
0.065,0.871,0.391,0.061,0.793,0.61
0.058,0.873,0.393,0.916,0.671,0.122
0.052,0.869,0.403,0.732,0.977,-0.061
0.058,0.875,0.394,1.343,0.488,0.549
0.058,0.872,0.392,0.793,0.61,0.366
0.067,0.896,0.391,0.183,0.549,-0.549
0.053,0.87,0.397,-0.488,1.221,1.16
0.06,0.864,0.388,0.732,0.977,-0.305
0.054,0.872,0.399,0.977,0.61,-0.061
0.062,0.874,0.392,0.488,1.038,-0.366
0.057,0.88,0.386,0.488,0.671,0.244
0.062,0.884,0.395,-0.427,-0.122,-0.305
0.066,0.881,0.389,0.427,0.793,0.61
0.057,0.88,0.383,0.427,1.465,0.305
0.06,0.871,0.387,0.366,0.916,-0.488
0.056,0.875,0.397,0.305,0.427,0.427
0.057,0.865,0.392,1.709,0.916,0.305
0.058,0.868,0.392,1.038,0.244,-0.305
0.062,0.887,0.399,0.183,1.099,-0.793
0.062,0.879,0.384,0.366,1.404,0.366
0.056,0.872,0.392,0.488,0.305,0.183
0.064,0.885,0.4,-0.061,0.427,0.244
,,,,,
0.068,1.064,0.483,-34.241,-13.489,5.92
-0.197,1.278,0.112,-50.293,-9.521,15.442
-0.054,0.686,0.347,13.489,-5.737,3.174
-0.009,0.969,0.279,-10.254,-2.319,6.714
0.073,0.832,0.309,14.526,0.977,3.418
0.069,0.935,0.292,-1.953,0.244,-0.305
0.024,0.876,0.272,4.7,2.38,0.61
0.06,0.903,0.273,-3.052,0.549,-2.747
0.046,0.936,0.279,0.305,2.686,-2.136
0.018,0.927,0.3,0.427,0.916,-0.366
0.048,0.935,0.274,2.869,2.197,-0.427
0.045,0.923,0.314,2.93,0.366,1.587
0.034,0.924,0.297,2.747,0.732,2.319
0.05,0.876,0.298,3.357,1.099,0.488
0.038,0.921,0.295,1.526,0.061,1.526
0.033,0.906,0.29,2.625,1.038,1.282
0.056,0.926,0.278,-0.793,0.183,0.122
0.043,0.934,0.286,1.404,1.465,0.305
0.047,0.887,0.313,3.601,1.099,-0.916
0.038,0.925,0.289,1.16,1.404,-0.061
0.044,0.899,0.31,-0.061,-0.488,-1.953
0.042,0.925,0.301,0.916,0.916,0
0.045,0.911,0.301,1.831,0.732,-0.366
0.053,0.907,0.296,-0.61,-0.61,-1.099
0.049,0.931,0.29,-0.122,1.099,0.488
0.05,0.923,0.291,-1.892,0.244,-0.366
0.048,0.914,0.309,2.502,0.427,1.343
